x,y,z,vll_gwc,vll_gsc,fll_gsc,nn_gsc,nn_gwc,m
20536,15697,841,1,1,1,1,1,12
20372,17095,924,1,1,1,1,1,8
20969,16466,971,1,1,1,1,1,18
21056,16645,530,1,1,1,1,1,30
21413,16571,335,1,1,1,1,1,18
21130,17146,1488,1,1,1,1,1,60
21239,17521,843,1,1,1,1,1,60
20996,17567,1726,1,1,1,1,1,60
21314,17192,1713,1,1,1,1,1,58
21230,17579,1350,1,1,1,1,1,43
21231,17050,1430,1,1,1,1,1,52
21345,17533,959,1,1,1,1,1,46
21400,17049,1052,1,1,1,1,1,41
21163,17495,1493,1,1,1,1,1,37
20990,17839,1377,1,1,1,1,1,27
21644,17231,1646,1,1,1,1,1,29
21216,17452,1311,1,1,1,1,1,31
21023,17056,1366,1,1,1,1,1,28
21338,17340,933,1,1,1,1,1,31
21502,17540,1854,1,1,1,1,1,22
21245,17764,1149,1,1,1,1,1,33
21070,16744,1341,1,1,1,1,1,22
21220,17775,1271,1,1,1,1,1,19
21198,17453,1072,1,1,1,1,1,20
21539,17062,1597,1,1,1,1,1,16
21509,17582,1212,1,1,1,1,1,15
21290,17675,1226,1,1,1,1,1,19
20821,17195,1575,1,1,1,1,1,15
21254,17440,1931,1,1,1,1,1,9
20852,18109,1447,1,1,1,1,1,7
22559,18022,599,1,1,1,1,1,34
22245,18041,754,1,1,1,1,1,26
22256,17376,1340,1,1,1,1,1,14
22558,17629,1112,1,1,1,1,1,24
22557,17252,345,1,1,1,1,1,40
23153,17258,590,1,1,1,1,1,46
22758,18029,1235,1,1,1,1,1,21
23174,18062,1545,1,1,1,1,1,19
23228,18042,715,1,1,1,1,1,30
22781,18167,716,1,1,1,1,1,20
23863,18056,83,1,1,1,1,1,20
24463,18137,43,1,1,1,1,1,33
24750,18735,223,1,1,1,1,1,19
24521,17488,411,1,1,1,1,1,22
24657,17603,250,1,1,1,1,1,12
24260,17781,98,1,1,1,1,1,28
24156,17951,45,1,1,1,1,1,29
23757,17976,244,1,1,1,1,1,15
23796,17705,923,1,1,1,1,1,85
23695,17474,1300,1,1,1,1,1,56
24983,18102,467,1,1,1,1,1,27
23652,17649,988,1,1,1,1,1,51
24208,17114,619,1,1,1,1,1,43
23297,17251,1586,1,1,1,1,1,41
24232,17788,1000,1,1,1,1,1,30
23973,17927,1190,1,1,1,1,1,42
24093,17945,1081,1,1,1,1,1,38
23392,16875,1302,1,1,1,1,1,32
23790,17714,859,1,1,1,1,1,54
24069,17779,1345,1,1,1,1,1,41
23561,17738,1116,1,1,1,1,1,25
24584,18174,256,1,1,1,1,1,29
24043,18039,1248,1,1,1,1,1,39
23610,17517,1482,1,1,1,1,1,30
23919,17280,503,1,1,1,1,1,17
23195,17334,1400,1,1,1,1,1,27
23825,17905,1241,1,1,1,1,1,30
23677,17511,1004,1,1,1,1,1,40
24674,18175,484,1,1,1,1,1,20
23531,18111,523,1,1,1,1,1,23
23568,17052,1297,1,1,1,1,1,21
24516,17143,647,1,1,1,1,1,21
23791,17705,751,1,1,1,1,1,40
23490,17295,927,1,1,1,1,1,20
23875,18229,1301,1,1,1,1,1,5
23601,17671,186,1,1,1,1,1,14
24786,18489,1039,1,1,1,1,1,29
23568,18043,2212,1,1,1,1,1,23
23505,18670,2854,1,1,1,1,1,25
23788,18113,2704,1,1,1,1,1,24
23609,18186,2759,1,1,1,1,1,24
23462,18007,2364,1,1,1,1,1,18
23768,18634,2911,1,1,1,1,1,10
23880,18143,2563,1,1,1,1,1,5
23718,17882,2314,1,1,1,1,1,18
22741,17475,1899,1,1,1,1,1,22
23088,18452,1838,1,1,1,1,1,17
23241,18413,2940,1,1,1,1,1,45
23183,18323,3099,1,1,1,1,1,33
23159,17988,2526,1,1,1,1,1,28
23382,18506,2980,1,1,1,1,1,23
23820,16958,663,1,1,1,1,1,3
24669,16732,210,1,1,1,1,1,6
22113,17044,190,1,1,1,1,1,19
24761,14651,107,1,1,1,1,1,17
24197,14607,150,1,1,1,1,1,12
23650,12897,1038,1,1,1,1,1,21
24909,13027,891,1,1,1,1,1,14
22774,13566,980,1,1,1,1,1,19
22955,13157,1125,1,1,1,1,1,14
21957,13131,1296,1,1,1,1,1,47
22152,13911,951,1,1,1,1,1,7
20535,15335,381,1,1,1,1,1,21
20613,15370,923,1,1,1,1,1,34
20688,15020,877,1,1,1,1,1,0
20607,14211,442,1,1,1,1,1,15
21849,14503,796,1,1,1,1,1,38
21681,14061,1180,1,1,1,1,1,26
21989,14566,791,1,1,1,1,1,10
21692,13814,922,1,1,1,1,1,21
21615,13320,1680,1,1,1,1,1,30
21594,13221,1779,1,1,1,1,1,14
21506,13382,1863,1,1,1,1,1,6
21419,12642,2108,1,1,1,1,1,32
18995,13807,560,1,1,1,1,1,39
19310,13924,432,1,1,1,1,1,30
19030,13697,455,1,1,1,1,1,32
19331,13855,467,1,1,1,1,1,22
19474,14162,326,1,1,1,1,1,23
19993,14735,656,1,1,1,1,1,8
19992,14387,1796,1,1,1,1,1,6
18882,15035,5927,1,1,1,1,1,46
18706,14957,5849,1,1,1,1,1,22
20043,14120,6113,1,1,1,1,1,17
18970,14608,5807,1,1,1,1,1,41
18982,14684,6037,1,1,1,1,1,14
19999,12778,5194,1,1,1,1,1,12
19807,12972,5569,1,1,1,1,1,21
19768,13119,5584,1,1,1,1,1,15
19878,13551,5932,1,1,1,1,1,29
19909,13554,5870,1,1,1,1,1,29
21852,14319,6043,1,1,1,1,1,32
24396,14080,3402,1,1,1,1,1,14
23797,13978,3933,1,1,1,1,1,10
22426,13675,5574,1,1,1,1,1,9
22690,13178,5964,1,1,1,1,1,34
23063,12688,6024,1,1,1,1,1,14
22690,13232,5635,1,1,1,1,1,16
22784,13041,6039,1,1,1,1,1,11
22885,14157,5242,1,1,1,1,1,29
22738,14282,5138,1,1,1,1,1,20
23021,14390,5215,1,1,1,1,1,16
23247,14165,4849,1,1,1,1,1,14
22505,14749,4980,1,1,1,1,1,12
22455,14082,5535,1,1,1,1,1,29
22105,14522,5471,1,1,1,1,1,12
22781,18715,4151,1,1,1,1,1,40
24044,18605,3872,1,1,1,1,1,8
23958,18154,4276,1,1,1,1,1,21
22995,18633,5988,1,1,1,1,1,20
22820,18565,6152,1,1,1,1,1,7
23101,18160,5717,1,1,1,1,1,8
22870,18657,4714,1,1,1,1,1,30
21667,18226,4922,1,1,1,1,1,46
20522,17717,5916,1,1,1,1,1,18
20931,17869,5996,1,1,1,1,1,22
21492,18684,4487,1,1,1,1,1,16
19831,17707,3755,1,1,1,1,1,33
19348,17283,3422,1,1,1,1,1,17
19212,17363,4019,1,1,1,1,1,19
20147,17488,3940,1,1,1,1,1,10
19739,17706,4059,1,1,1,1,1,18
19199,17016,4808,1,1,1,1,1,33
18954,16715,4740,1,1,1,1,1,14
18897,16580,4726,1,1,1,1,1,12
20027,17474,5446,1,1,1,1,1,5
17664,16615,5003,1,1,1,1,1,30
17583,16497,5106,1,1,1,1,1,27
17651,16536,4892,1,1,1,1,1,15
15730,16136,5593,1,1,1,1,1,34
15974,16096,5441,1,1,1,1,1,21
16298,16068,5297,1,1,1,1,1,18
15888,16083,5452,1,1,1,1,1,13
15868,16197,5250,1,1,1,1,1,47
16874,16502,4968,1,1,1,1,1,9
16447,17935,4850,1,1,1,1,1,16
16027,18203,5118,1,1,1,1,1,16
16196,18120,4444,1,1,1,1,1,5
15905,17429,4220,1,1,1,1,1,47
16079,17445,3426,1,1,1,1,1,16
16497,17704,3758,1,1,1,1,1,9
16887,17399,3217,1,1,1,1,1,19
16334,17124,4375,1,1,1,1,1,5
15847,16338,3194,1,1,1,1,1,49
16705,16310,3290,1,1,1,1,1,27
17355,16393,3374,1,1,1,1,1,35
17543,16378,3536,1,1,1,1,1,14
17620,16144,4575,1,1,1,1,1,33
17525,16076,4741,1,1,1,1,1,21
17857,16424,4351,1,1,1,1,1,12
17958,16404,4208,1,1,1,1,1,29
18077,16584,4148,1,1,1,1,1,26
18613,16595,4369,1,1,1,1,1,16
18728,16667,4558,1,1,1,1,1,14
17995,17008,4139,1,1,1,1,1,47
17401,18628,1787,1,1,1,1,1,4
17854,17253,173,1,1,1,1,1,15
16097,17561,1470,1,1,1,1,1,16
15854,17434,579,1,1,1,1,1,33
16346,17649,725,1,1,1,1,1,17
16594,16417,2549,1,1,1,1,1,36
16187,16281,2866,1,1,1,1,1,47
16357,16672,1718,1,1,1,1,1,21
15792,16140,1691,1,1,1,1,1,16
16768,16733,1685,1,1,1,1,1,15
16986,16782,1754,1,1,1,1,1,19
16577,16939,703,1,1,1,1,1,14
17654,16947,826,1,1,1,1,1,55
17443,16531,1063,1,1,1,1,1,14
17501,16929,737,1,1,1,1,1,22
17432,16949,914,1,1,1,1,1,13
17893,17181,1581,1,1,1,1,1,39
17259,17008,1807,1,1,1,1,1,5
18050,16927,1776,1,1,1,1,1,19
18602,17124,2041,1,1,1,1,1,14
18049,17092,2873,1,1,1,1,1,18
17613,14712,799,1,1,1,1,1,25
17287,12619,2909,1,1,1,1,1,7
17368,12577,3067,1,1,1,1,1,6
17420,13730,2711,1,1,1,1,1,10
17137,13527,3027,1,1,1,1,1,15
17054,12866,2518,1,1,1,1,1,48
17096,12752,2403,1,1,1,1,1,21
16955,12883,2306,1,1,1,1,1,20
17151,13079,2654,1,1,1,1,1,21
16609,12722,1973,1,1,1,1,1,41
16299,12594,1964,1,1,1,1,1,28
16630,13997,992,1,1,1,1,1,55
16952,12589,1021,1,1,1,1,1,60
17211,12820,887,1,1,1,1,1,42
16529,13021,932,1,1,1,1,1,18
16965,12537,1022,1,1,1,1,1,34
16385,13097,901,1,1,1,1,1,12
16333,12813,1019,1,1,1,1,1,2
16009,12516,628,1,1,1,1,1,20
15781,15624,4219,1,1,1,1,1,29
16884,14386,3444,1,1,1,1,1,5
17199,14979,3852,1,1,1,1,1,0
18603,15378,3701,1,1,1,1,1,13
17440,15320,4021,1,1,1,1,1,13
17549,14955,3952,1,1,1,1,1,17
17565,14788,4018,1,1,1,1,1,0
18525,14324,3177,1,1,1,1,1,25
18457,14546,3515,1,1,1,1,1,22
18382,14298,3210,1,1,1,1,1,6
17239,14215,3503,1,1,1,1,1,11
17457,13631,3314,1,1,1,1,1,16
17455,14048,3627,1,1,1,1,1,7
18567,13743,3252,1,1,1,1,1,10
17505,12597,3181,1,1,1,1,1,10
17809,13222,3640,1,1,1,1,1,47
18401,13566,4833,1,1,1,1,1,10
18052,13022,5344,1,1,1,1,1,21
18026,12905,5412,1,1,1,1,1,14
18596,13768,6168,1,1,1,1,1,48
18520,14000,5931,1,1,1,1,1,31
18378,13913,5806,1,1,1,1,1,33
18472,14095,5997,1,1,1,1,1,23
17786,13981,6213,1,1,1,1,1,0
13953,13290,3218,1,1,1,1,1,16
12531,15594,4274,1,1,1,1,1,28
12519,15567,4343,1,1,1,1,1,27
12801,15046,3452,1,1,1,1,1,47
14567,14962,2124,1,1,1,1,1,17
14326,14618,2064,1,1,1,1,1,24
14427,14765,2115,1,1,1,1,1,8
15266,15104,1858,1,1,1,1,1,22
15272,13477,1437,1,1,1,1,1,17
13851,13515,1236,1,1,1,1,1,11
13990,13634,1402,1,1,1,1,1,3
13439,12957,1023,1,1,1,1,1,39
13496,14658,123,1,1,1,1,1,5
12774,14169,2842,1,1,1,1,1,27
13058,14100,2845,1,1,1,1,1,14
13317,15973,3091,1,1,1,1,1,11
15386,17155,803,1,1,1,1,1,20
15580,16301,1888,1,1,1,1,1,19
15051,16566,1922,1,1,1,1,1,11
15038,16912,1852,1,1,1,1,1,47
15205,17148,2452,1,1,1,1,1,21
14645,16505,2395,1,1,1,1,1,68
14723,15953,2204,1,1,1,1,1,45
14989,16658,2424,1,1,1,1,1,42
14725,16174,2120,1,1,1,1,1,37
14698,16645,2377,1,1,1,1,1,41
14360,16293,2350,1,1,1,1,1,29
14689,16549,2403,1,1,1,1,1,42
14947,16281,2030,1,1,1,1,1,21
14991,16213,2503,1,1,1,1,1,22
14734,16311,2705,1,1,1,1,1,20
14373,16862,2604,1,1,1,1,1,12
14915,16339,2201,1,1,1,1,1,30
14800,16487,2435,1,1,1,1,1,23
14492,16646,2398,1,1,1,1,1,23
14972,16487,2126,1,1,1,1,1,10
14991,16274,2493,1,1,1,1,1,18
14383,17751,1380,1,1,1,1,1,23
14962,17766,452,1,1,1,1,1,47
12807,17307,4236,1,1,1,1,1,28
13003,17221,4118,1,1,1,1,1,47
13349,17359,4590,1,1,1,1,1,21
13456,17405,3792,1,1,1,1,1,21
13762,17202,3231,1,1,1,1,1,14
13055,15970,3625,1,1,1,1,1,31
12992,16128,3868,1,1,1,1,1,47
12510,15667,4104,1,1,1,1,1,16
12660,15903,4350,1,1,1,1,1,11
12959,16366,4222,1,1,1,1,1,9
12611,16549,3937,1,1,1,1,1,14
13431,16371,3425,1,1,1,1,1,53
13606,16206,3406,1,1,1,1,1,47
13314,15991,3283,1,1,1,1,1,33
13726,16196,3111,1,1,1,1,1,32
13888,16249,3127,1,1,1,1,1,26
13675,16203,3461,1,1,1,1,1,33
13314,16373,3364,1,1,1,1,1,26
13686,16173,3491,1,1,1,1,1,30
13321,16308,3322,1,1,1,1,1,22
13410,16940,3239,1,1,1,1,1,8
15186,16279,3209,1,1,1,1,1,33
14329,17627,3132,1,1,1,1,1,35
14514,18302,5071,1,1,1,1,1,9
14430,18517,5260,1,1,1,1,1,0
15618,17998,5594,1,1,1,1,1,8
15402,15986,5536,1,1,1,1,1,22
14991,15911,6073,1,1,1,1,1,23
15065,16024,5822,1,1,1,1,1,15
15050,16122,6053,1,1,1,1,1,15
15529,15928,5777,1,1,1,1,1,0
14611,16093,5941,1,1,1,1,1,33
14706,16143,6090,1,1,1,1,1,2
13829,18019,5172,1,1,1,1,1,25
12712,16159,6742,1,1,1,1,1,23
13133,16167,6560,1,1,1,1,1,9
12807,15879,6473,1,1,1,1,1,10
13302,16070,6946,1,1,1,1,1,17
13771,15642,6643,1,1,1,1,1,16
12806,16389,8384,1,1,1,1,1,23
12671,18699,11837,1,1,1,1,1,30
12550,18333,11746,1,1,1,1,1,10
13587,18499,12366,1,1,1,1,1,5
13004,14314,9652,1,1,1,1,1,6
14991,13992,9830,1,1,1,1,1,5
15528,14655,11147,1,1,1,1,1,4
15400,14522,10857,1,1,1,1,1,18
15515,15568,8351,1,1,1,1,1,14
13535,14239,9322,1,1,1,1,1,11
13632,13171,8601,1,1,1,1,1,17
13577,12888,8721,1,1,1,1,1,18
13611,12990,8870,1,1,1,1,1,10
13455,13666,8058,1,1,1,1,1,6
14645,13611,7947,1,1,1,1,1,23
14171,13677,7995,1,1,1,1,1,12
14457,13675,8238,1,1,1,1,1,18
14130,13881,8040,1,1,1,1,1,11
15163,13632,7583,1,1,1,1,1,60
15045,13617,7872,1,1,1,1,1,40
14984,13807,7693,1,1,1,1,1,25
15336,13687,7495,1,1,1,1,1,19
14982,13461,7598,1,1,1,1,1,21
15445,13590,7773,1,1,1,1,1,16
15185,12754,6576,1,1,1,1,1,10
14543,12743,6639,1,1,1,1,1,6
13825,13767,7791,1,1,1,1,1,39
13994,12995,7280,1,1,1,1,1,2
15332,14907,6711,1,1,1,1,1,13
16225,14573,7668,1,1,1,1,1,2
18239,14896,7715,1,1,1,1,1,21
18450,14920,7559,1,1,1,1,1,16
18316,14755,7402,1,1,1,1,1,30
18387,14731,7373,1,1,1,1,1,31
17852,14514,6606,1,1,1,1,1,28
17335,14487,6385,1,1,1,1,1,9
16499,13946,7275,1,1,1,1,1,36
16786,12661,6423,1,1,1,1,1,37
17049,12945,6619,1,1,1,1,1,18
17087,12570,6420,1,1,1,1,1,12
15902,13548,7214,1,1,1,1,1,42
15691,13585,7398,1,1,1,1,1,26
16341,13330,7370,1,1,1,1,1,14
16354,13137,9345,1,1,1,1,1,47
18267,14931,8945,1,1,1,1,1,18
18217,14977,9248,1,1,1,1,1,47
18375,14941,9172,1,1,1,1,1,6
16619,14604,10080,1,1,1,1,1,1
16181,14605,10406,1,1,1,1,1,8
18574,15323,11119,1,1,1,1,1,13
18461,15613,11553,1,1,1,1,1,47
18180,15054,10237,1,1,1,1,1,6
18510,15153,10492,1,1,1,1,1,4
17817,15331,10683,1,1,1,1,1,21
17361,15094,10852,1,1,1,1,1,7
18384,15025,9849,1,1,1,1,1,43
18334,14949,9409,1,1,1,1,1,10
18345,15953,12002,1,1,1,1,1,22
18302,16612,11609,1,1,1,1,1,19
17963,16904,12479,1,1,1,1,1,13
17964,18329,11927,1,1,1,1,1,16
18052,18704,12307,1,1,1,1,1,18
18107,17232,8801,1,1,1,1,1,7
18138,17317,9264,1,1,1,1,1,11
18200,17949,7036,1,1,1,1,1,13
19297,18096,7664,1,1,1,1,1,32
20284,18142,7321,1,1,1,1,1,26
20034,18186,6636,1,1,1,1,1,29
19955,18299,6554,1,1,1,1,1,24
19729,17765,6642,1,1,1,1,1,52
19899,17582,6654,1,1,1,1,1,41
20234,17723,6982,1,1,1,1,1,42
19560,17806,6665,1,1,1,1,1,36
19565,17619,6846,1,1,1,1,1,24
19716,17490,6812,1,1,1,1,1,21
20161,17772,6867,1,1,1,1,1,23
19999,17824,6904,1,1,1,1,1,26
19765,17833,6818,1,1,1,1,1,19
20159,17515,6963,1,1,1,1,1,4
20086,17643,7542,1,1,1,1,1,13
20289,18002,9306,1,1,1,1,1,38
19962,18594,9262,1,1,1,1,1,34
19076,18419,9032,1,1,1,1,1,12
18942,18133,8612,1,1,1,1,1,47
19236,18625,8670,1,1,1,1,1,8
20037,18220,7981,1,1,1,1,1,77
20162,18340,8126,1,1,1,1,1,50
20113,17996,7532,1,1,1,1,1,28
19825,18506,7627,1,1,1,1,1,31
19531,18240,8227,1,1,1,1,1,39
20561,18131,8025,1,1,1,1,1,16
20283,18226,7635,1,1,1,1,1,23
19832,18371,7823,1,1,1,1,1,25
19934,18423,8058,1,1,1,1,1,39
20335,18741,8201,1,1,1,1,1,17
19982,18335,7889,1,1,1,1,1,22
19761,17940,8070,1,1,1,1,1,20
21363,18508,7935,1,1,1,1,1,17
21500,18334,8427,1,1,1,1,1,5
20863,17200,9232,1,1,1,1,1,32
20399,17689,9034,1,1,1,1,1,8
20393,17767,9199,1,1,1,1,1,6
21434,17828,8868,1,1,1,1,1,47
20568,17547,8479,1,1,1,1,1,49
20391,17560,8733,1,1,1,1,1,28
20360,17477,7918,1,1,1,1,1,21
20639,17629,8152,1,1,1,1,1,8
20505,17854,8327,1,1,1,1,1,2
20491,16983,8287,1,1,1,1,1,22
21306,15794,7522,1,1,1,1,1,47
20553,16390,7190,1,1,1,1,1,40
20530,16490,7049,1,1,1,1,1,33
20609,16654,6853,1,1,1,1,1,25
20948,16730,6986,1,1,1,1,1,17
20576,17896,7487,1,1,1,1,1,24
20360,17676,6355,1,1,1,1,1,34
20303,17618,6365,1,1,1,1,1,23
20741,18531,7529,1,1,1,1,1,42
20847,18776,7412,1,1,1,1,1,2
21632,18161,7563,1,1,1,1,1,29
21516,18694,7739,1,1,1,1,1,12
24946,17496,7722,1,1,1,1,1,12
22010,17833,8038,1,1,1,1,1,30
22644,17753,7843,1,1,1,1,1,5
22457,15962,8750,1,1,1,1,1,15
24054,14489,7316,1,1,1,1,1,7
22856,13435,7096,1,1,1,1,1,32
24361,13213,8857,1,1,1,1,1,19
23665,14752,8466,1,1,1,1,1,26
23753,14668,8510,1,1,1,1,1,24
24330,15060,9122,1,1,1,1,1,47
24358,15367,9292,1,1,1,1,1,47
22794,15421,8242,1,1,1,1,1,26
22599,14067,9323,1,1,1,1,1,9
21651,15043,6997,1,1,1,1,1,20
20560,15554,6646,1,1,1,1,1,69
20943,15126,6337,1,1,1,1,1,45
20535,15756,7006,1,1,1,1,1,43
20580,15357,6438,1,1,1,1,1,26
20940,15257,6315,1,1,1,1,1,26
20461,15956,6706,1,1,1,1,1,27
20466,14592,6457,1,1,1,1,1,15
20506,14569,6282,1,1,1,1,1,9
20265,14908,6308,1,1,1,1,1,67
20507,15143,6020,1,1,1,1,1,30
20384,14957,6500,1,1,1,1,1,25
20205,15071,6321,1,1,1,1,1,34
20095,14967,6401,1,1,1,1,1,20
18836,14737,10723,1,1,1,1,1,23
21933,15466,10901,1,1,1,1,1,12
22904,13487,9591,1,1,1,1,1,4
22759,12509,10237,1,1,1,1,1,4
22272,13834,11204,1,1,1,1,1,17
23426,13301,10937,1,1,1,1,1,47
23274,15512,11351,1,1,1,1,1,6
22085,14907,11493,1,1,1,1,1,35
22046,14897,11374,1,1,1,1,1,26
22299,14519,11395,1,1,1,1,1,16
22139,14739,11860,1,1,1,1,1,12
22208,14676,12413,1,1,1,1,1,2
24334,16243,9406,1,1,1,1,1,26
22698,17113,9701,1,1,1,1,1,43
22589,17263,9908,1,1,1,1,1,15
22041,15625,10535,1,1,1,1,1,17
22377,17814,10687,1,1,1,1,1,11
22292,18398,9996,1,1,1,1,1,47
22361,17369,9705,1,1,1,1,1,20
23076,17619,10496,1,1,1,1,1,25
24869,18580,11291,1,1,1,1,1,1
21790,18444,11347,1,1,1,1,1,6
20875,17693,11973,1,1,1,1,1,4
20996,17941,11014,1,1,1,1,1,22
21186,17305,11832,1,1,1,1,1,15
21581,16462,11287,1,1,1,1,1,16
21406,16693,11022,1,1,1,1,1,4
20913,17801,10171,1,1,1,1,1,49
21326,17535,10135,1,1,1,1,1,40
20535,17565,10618,1,1,1,1,1,11
20723,17753,10122,1,1,1,1,1,4
21119,17650,10583,1,1,1,1,1,4
21847,17500,9695,1,1,1,1,1,47
20406,18499,10131,1,1,1,1,1,11
20387,18348,9817,1,1,1,1,1,12
20344,18545,10072,1,1,1,1,1,10
20380,18486,10849,1,1,1,1,1,36
19847,18683,10210,1,1,1,1,1,39
19407,18482,10514,1,1,1,1,1,21
19985,18469,10073,1,1,1,1,1,26
19928,18379,10031,1,1,1,1,1,19
19843,18293,9473,1,1,1,1,1,47
19788,17896,9975,1,1,1,1,1,13
19085,16900,11748,1,1,1,1,1,2
20258,17575,11950,1,1,1,1,1,19
19174,18689,11083,1,1,1,1,1,13
20278,19542,12104,1,1,1,1,1,19
20009,19481,12467,1,1,1,1,1,28
20239,19469,12316,1,1,1,1,1,21
20222,19155,11995,1,1,1,1,1,11
19200,18974,11602,1,1,1,1,1,29
18779,18777,11503,1,1,1,1,1,6
18894,18853,10454,1,1,1,1,1,43
18985,18952,10322,1,1,1,1,1,32
19098,19055,9596,1,1,1,1,1,23
19842,19273,9851,1,1,1,1,1,46
19998,19416,9991,1,1,1,1,1,17
18864,20006,10032,1,1,1,1,1,27
19164,20021,9736,1,1,1,1,1,19
20564,20663,11870,1,1,1,1,1,21
21379,20741,11930,1,1,1,1,1,20
21430,20578,11679,1,1,1,1,1,16
21442,20254,10743,1,1,1,1,1,22
20818,20252,10788,1,1,1,1,1,64
20638,19555,10194,1,1,1,1,1,50
20668,20288,10827,1,1,1,1,1,46
20813,20219,10506,1,1,1,1,1,39
20852,20152,10867,1,1,1,1,1,31
20651,20134,10747,1,1,1,1,1,31
21007,19953,10764,1,1,1,1,1,15
20428,19353,9662,1,1,1,1,1,26
20522,18771,9696,1,1,1,1,1,7
22735,19186,11541,1,1,1,1,1,6
24114,20070,11861,1,1,1,1,1,47
23209,21571,10261,1,1,1,1,1,7
23300,21098,9603,1,1,1,1,1,11
22243,19070,8062,1,1,1,1,1,16
22926,20129,7280,1,1,1,1,1,14
22712,19400,6501,1,1,1,1,1,25
22720,19598,6769,1,1,1,1,1,25
22132,19717,6264,1,1,1,1,1,13
22000,19365,6445,1,1,1,1,1,11
22901,20736,7210,1,1,1,1,1,14
24559,20789,6593,1,1,1,1,1,16
23651,21554,8347,1,1,1,1,1,19
23593,21515,8146,1,1,1,1,1,16
24191,21511,8874,1,1,1,1,1,6
23341,21187,8316,1,1,1,1,1,39
23054,20698,8245,1,1,1,1,1,61
22901,20724,8302,1,1,1,1,1,37
23361,20754,8281,1,1,1,1,1,23
22847,20726,8221,1,1,1,1,1,26
22835,20807,8812,1,1,1,1,1,15
22508,20505,7943,1,1,1,1,1,27
21663,18815,8841,1,1,1,1,1,9
20345,19211,9177,1,1,1,1,1,12
20519,19135,8166,1,1,1,1,1,47
21527,19189,8258,1,1,1,1,1,16
21452,18995,8224,1,1,1,1,1,9
21672,19931,7993,1,1,1,1,1,51
21614,19961,8080,1,1,1,1,1,40
21739,19941,7936,1,1,1,1,1,33
21701,19939,7989,1,1,1,1,1,42
21751,19874,7913,1,1,1,1,1,24
22030,19989,7919,1,1,1,1,1,11
21148,19899,8120,1,1,1,1,1,14
21897,19894,7898,1,1,1,1,1,18
21565,18856,7494,1,1,1,1,1,24
21373,19512,7725,1,1,1,1,1,22
21712,19252,7257,1,1,1,1,1,1
21391,18805,7325,1,1,1,1,1,2
21704,19083,7132,1,1,1,1,1,9
21318,20047,6752,1,1,1,1,1,6
20399,20037,6731,1,1,1,1,1,23
19607,20460,7624,1,1,1,1,1,23
19915,20233,7037,1,1,1,1,1,0
20145,21002,8044,1,1,1,1,1,20
20053,22643,9201,1,1,1,1,1,13
24979,24193,10236,1,1,1,1,1,17
23860,22889,9918,1,1,1,1,1,21
24323,22697,9384,1,1,1,1,1,11
24225,22915,9945,1,1,1,1,1,10
23716,22568,9757,1,1,1,1,1,16
22770,22305,11996,1,1,1,1,1,25
24376,24503,11045,1,1,1,1,1,64
24462,24639,10961,1,1,1,1,1,16
16118,24695,10618,1,1,1,1,1,32
16297,24212,11997,1,1,1,1,1,24
16159,24435,12004,1,1,1,1,1,12
16966,22388,12155,1,1,1,1,1,8
17078,22496,11205,1,1,1,1,1,0
17244,21991,9826,1,1,1,1,1,2
18235,21387,11296,1,1,1,1,1,8
18454,19089,11662,1,1,1,1,1,14
18350,18929,11458,1,1,1,1,1,16
16670,21338,10231,1,1,1,1,1,25
16775,21615,9600,1,1,1,1,1,7
16596,20963,9565,1,1,1,1,1,21
18265,20424,9888,1,1,1,1,1,30
18174,20540,9943,1,1,1,1,1,19
18692,20644,10953,1,1,1,1,1,9
18369,20229,7096,1,1,1,1,1,11
17308,20671,6828,1,1,1,1,1,26
17231,20736,6688,1,1,1,1,1,29
17507,20541,6902,1,1,1,1,1,4
15675,20963,7559,1,1,1,1,1,18
16125,18883,7600,1,1,1,1,1,2
16351,21314,9325,1,1,1,1,1,10
15726,23151,6435,1,1,1,1,1,30
15728,22974,6886,1,1,1,1,1,4
17178,24523,7116,1,1,1,1,1,10
14902,24016,9113,1,1,1,1,1,21
13752,24059,7862,1,1,1,1,1,33
13880,23838,7121,1,1,1,1,1,28
15546,22898,6728,1,1,1,1,1,26
14958,22883,6296,1,1,1,1,1,17
12607,22699,7491,1,1,1,1,1,17
13298,22221,7747,1,1,1,1,1,21
13498,21930,8111,1,1,1,1,1,25
13655,22943,8538,1,1,1,1,1,3
14190,21926,7984,1,1,1,1,1,33
14207,22001,7890,1,1,1,1,1,17
14079,21536,8602,1,1,1,1,1,23
14258,20318,7855,1,1,1,1,1,19
14297,20261,7952,1,1,1,1,1,14
15413,19402,7313,1,1,1,1,1,29
15125,19362,6377,1,1,1,1,1,22
15020,19410,6481,1,1,1,1,1,9
14561,19604,6778,1,1,1,1,1,26
14728,20019,6862,1,1,1,1,1,9
14701,19648,7237,1,1,1,1,1,39
14290,19939,7545,1,1,1,1,1,39
14433,20059,7660,1,1,1,1,1,32
14339,20018,7273,1,1,1,1,1,19
14251,19838,7551,1,1,1,1,1,17
14308,20925,7702,1,1,1,1,1,24
14693,20840,7412,1,1,1,1,1,14
14069,20634,7508,1,1,1,1,1,47
15297,20491,6696,1,1,1,1,1,46
14141,21639,7754,1,1,1,1,1,40
14123,21689,7640,1,1,1,1,1,22
13470,21688,9330,1,1,1,1,1,10
13835,21290,8616,1,1,1,1,1,27
